차바, 49, 176
파카, 59, 148
나마, 45, 172
가자, 97, 159
아가, 68, 147
마파, 47, 181
파아, 96, 184
카마, 69, 156
아마, 90, 188
가카, 46, 147
나파, 73, 165
라타, 93, 143
타카, 94, 192
사하, 95, 160
다파, 88, 174
카마, 63, 184
파자, 94, 159
파하, 58, 175
파라, 56, 166
타나, 49, 185
차자, 75, 193
다하, 69, 190
카하, 72, 172
바타, 50, 197
사파, 77, 154
아하, 80, 181
아마, 51, 164
나자, 90, 177
카다, 61, 172
파사, 86, 188
하자, 49, 177
마다, 42, 185
나나, 94, 165
타카, 50, 141
자차, 60, 185
가사, 95, 198
마라, 63, 180
파타, 52, 144
타타, 85, 150
가사, 49, 144
하자, 65, 143
라자, 56, 156
자하, 54, 158
바라, 57, 186
가나, 96, 198
카가, 77, 181
나차, 56, 158
다자, 75, 152
차가, 94, 181
가타, 94, 142
가라, 98, 170
나카, 82, 141
다타, 84, 176
사라, 94, 160
나자, 95, 143
카타, 59, 190
차하, 63, 144
가아, 78, 160
가하, 49, 182
하하, 91, 148
다자, 63, 161
가아, 93, 173
다카, 74, 198
타자, 43, 173
사라, 82, 192
나타, 89, 155
아라, 69, 172
카라, 50, 150
파타, 85, 178
차아, 42, 190
가사, 49, 162
파카, 83, 161
하바, 51, 141
다사, 54, 186
타다, 95, 171
바차, 79, 173
다사, 64, 152
라라, 91, 175
나카, 93, 166
가마, 70, 183
차사, 72, 157
카사, 56, 195
사아, 67, 165
파라, 56, 191
가차, 75, 170
자카, 52, 186
차자, 91, 152
다다, 52, 181
카나, 57, 153
타카, 56, 152
카마, 92, 151
마라, 83, 164
마다, 78, 171
자라, 46, 165
라자, 58, 180
아차, 72, 165
타하, 41, 146
파타, 79, 159
사카, 52, 198
라사, 46, 146
하타, 65, 165
가라, 96, 178
다하, 63, 159
다아, 97, 178
카마, 42, 197
자하, 95, 151
나아, 99, 164
다하, 57, 155
파아, 86, 173
하차, 73, 149
바라, 59, 187
사하, 42, 162
타차, 55, 154
사하, 76, 166
다파, 96, 153
하카, 99, 141
바라, 59, 140
나라, 61, 146
나가, 61, 141
가파, 98, 149
마타, 43, 178
하아, 52, 175
하바, 75, 145
타사, 59, 164
가카, 50, 156
사라, 61, 145
타나, 78, 163
하가, 72, 162
다타, 44, 186
아다, 89, 160
카마, 64, 184
자타, 49, 182
자마, 62, 155
아파, 81, 170
자나, 47, 157
아가, 71, 171
하카, 79, 154
다카, 86, 188
하바, 50, 157
다파, 95, 196
자아, 91, 169
라파, 61, 145
파하, 95, 163
자라, 96, 147
카차, 76, 169
사바, 95, 189
사다, 91, 199
사다, 60, 176
자가, 60, 192
차가, 92, 199
가차, 91, 153
아바, 96, 177
나자, 89, 176
바바, 52, 181
타파, 50, 198
사바, 50, 176
나타, 75, 191
자타, 70, 199
아자, 99, 193
마사, 79, 179
다자, 53, 167
차타, 60, 195
자카, 78, 193
다바, 45, 173
다나, 90, 161
마카, 73, 178
바나, 44, 145
마사, 69, 170
파하, 58, 169
하바, 83, 176
마가, 68, 178
하카, 71, 162
파아, 50, 195
마라, 85, 165
마나, 96, 191
자타, 47, 197
바라, 51, 158
나마, 53, 194
차차, 41, 147
타파, 74, 194
타하, 94, 151
아하, 91, 158
자나, 62, 142
다사, 60, 176
사아, 93, 186
차타, 74, 156
가카, 61, 188
자자, 99, 149
바타, 68, 185
가카, 50, 163
가아, 83, 159
사자, 73, 179
가나, 99, 181
아라, 91, 188
사사, 67, 155
바자, 43, 173
나아, 61, 155
라마, 52, 181
가아, 48, 150
타아, 46, 162
자라, 58, 168
하카, 89, 199
사하, 60, 188
아아, 84, 168
아아, 88, 164
차사, 79, 171
가파, 95, 196
아파, 55, 152
아사, 50, 174
가하, 71, 141
카타, 81, 156
하바, 91, 184
아파, 63, 153
자다, 95, 154
마카, 72, 178
파나, 45, 164
가나, 82, 197
아라, 59, 157
아나, 74, 197
라하, 46, 145
가나, 54, 191
바카, 51, 169
아사, 96, 143
타자, 76, 193
파아, 40, 173
사자, 93, 191
